-2.1480148	4.1789627	-1.7107834	-2.508386	1.0914125	-1.5548601	0.8529812	0.8489329	0.98110753	-0.12243586	-2.8199496	-0.20232488	1.1300881	-2.1710277	1.2529778
-1.3435131	-1.3163811	-1.3265913	-1.3269892	-1.3744497	1.3265948	-1.2919021	1.3077804	1.3741267	1.3031634	1.3280997	-1.3726859	-1.305329	1.3199149	-1.368909
-0.43715033	3.0365636	-2.1428375	-0.23050542	-0.6098148	-0.22611275	0.08761996	1.4798806	1.6695322	0.3334128	2.9703207	1.8481395	0.55904466	2.4569325	-2.0412374
-0.5522029	-0.50488734	-0.49780232	-0.5627612	0.4942595	-0.57677907	0.5527398	-0.49855813	0.51985776	-0.5008158	0.5383395	0.55321926	-0.5559222	0.5026539	0.50290364
1.6353835	1.3773819	-1.6256634	-2.8096726	-0.004295174	-1.8938493	2.3923695	-1.9220865	1.354983	-0.3809843	2.3504243	1.6969168	1.5506648	-1.4150311	-2.8756862
1.1348487	0.6039526	0.5473161	-0.5037649	-0.63871235	0.46307793	-0.6146345	0.60628754	-0.58425426	-0.5168481	0.565427	-0.32504904	0.4213965	0.503896	-0.5084567
-1.487396	3.5754905	0.31102625	-2.86139	2.3300033	0.33295342	2.5797777	4.4665856	5.710803	-1.3295043	-1.5475125	3.5917041	2.437741	-2.6532772	-5.277957
-3.4823327	0.23005213	-0.56356186	-3.5073643	-0.32332328	-3.5637093	-2.4017286	3.4522917	3.4990122	-0.46701446	-0.82667345	1.6855518	-0.2829958	3.3685927	-3.5448055
-1.3386068	0.25763467	-1.8899064	-2.0621514	2.648359	0.121380866	0.072084524	-1.2798482	0.60335577	-0.7931411	-1.1249998	1.6497267	2.7193034	2.7622273	-2.0327985
-1.9739867	1.4198	-1.8974503	-2.1536117	-0.4134895	3.0658703	2.0131075	-1.6523389	2.0867493	0.08965544	-0.8079709	-1.0225291	-0.79546297	-0.15234832	-2.7868805
-5.1241903	6.0182433	-4.3034616	-5.5199	5.3850484	-0.100004606	3.4770985	3.0987856	4.0006304	-5.068842	0.23972586	2.3057244	4.27598	-5.3366594	-5.6477084
-5.0616717	6.829056	-2.3491075	0.1415541	-1.3611171	-3.4431288	-2.523328	1.4026793	6.6374145	-3.9542708	2.400917	4.6321907	-1.3904696	-1.0488394	-5.263549
